Date,Titres,Contents
2021-03-18 ,Bonjour a tous ,Bonjour a tous  quand je vois le nombre d'avis négatifs ces derniers jours  maintenant je comprend !J'ai commandé l'offre Open Up 150 Go 5G Fibre avec mobile au mois de Décembre 2020  nous sommes aujourd'hui le 18/03/2021 et la fibre n'est toujours pas installé  le technicien s'est présenté 2 fois sans faire/commencer son travail pour nous raccorder à la fibre alors que des travaux de raccordement ont été effectué. Quand le service client orange nous contacte ce matin  la dame que nous avons eu au téléphone a était insultante et nous a baladé.En changeant d'opérateur pour Orange je pensais trouvé une grande entreprise  mais c'est tout l'inverse.Fuyez cet opérateur  et surtout ne souscrivez aucune offre chez eux.
2021-03-18 ,Des techniciens incompétents ,Des techniciens incompétents. Ils sont venus chez moi quand j'étais au travail  ma femme leur a ouvert ( 1 mois d'attente pour remettre un câble du bord de la route au pignon de la maison  client de longue date... bref)Une fois le câble remplacé   ils procèdent au test dans la maison  ça ne fonctionne pas. Ils m'ont arraché  voir meme explosé les deux caissons d'angle fais sur mesure pour demonter les prise  (caisson démontable).je rentre chez moi le soir  en plus de voir ça   je vois des fils a nue   des prise pas remonter   tout ça  pour nous dire que le problème vient du poteau et qu'ils viendront la semaine prochaine voir ça. Ça ne va pas en resté là  attention au techniciens incompétents de chez orange  heureusement pour eux que je n'étais pas la...
2021-03-16 ,Une entreprise qui mérite de faire faillite ,Orange est une entreprise déplorable sauf leur département marketing qui ose faire l'éloge d'une bande de voleurs. Cela fait près de 15 ans que j'ai des déconnexions qui peuvent durer des mois. Le reste du temps j'ai un débit qui me rappelle les années 80. Mon conseil quittez orange. Seul leurs prix sont à haut débit. Pour leurs techniciens et ingénieurs ils restent à bas débit intellectuel. Adieu Orange et s'il vous plait faite vite faillite pour laisser la place.
2021-03-16 ,Un scandale cette enseigne ,Un scandale cette enseigne. Demande d’installation fibre depuis mai 2020 et toujours rien. Contrats résiliés plusieurs fois à leur initiative car pas capable de gérer une demande de travaux pour débloquer la gaine en partie publique. Aucuns de leurs interlocuteurs au 3900 ou au service technique ne comprend le français  aucun suivi des dossiers  des prestataires sous-traitants encore plus mauvais et le pire c’est qu’ils vous envoient des factures et des relances alors même qu’il n’y a pas eu une seule fois l’espoir d’être raccordé en 6 rendez-vous. Je ne souhaite que la faillite à cette pseudo entreprise
2021-03-16 ,Nul a tout les niveaux si vous êtes… ,Nul a tout les niveaux si vous êtes professionnel n allait surtout pas chez orange car si vous avez des problèmes il n y auras personne pour vous aider voire même vous raccrocher au nez . A mon dernier appel l opérateur a modifier mon adresse e-mail avec la quel je communique avec orange sans mon accord  . Si vous voyais se message ne faite pas la même erreur que moi aller chez d autre opérateurSAS LYNIS
2021-03-16 ,Orange pro ,Orange pro? Si nous devions lister tous les problèmes qu'il est possible d'avoir avec un opérateur  nous les avons tous eu...Heureusement que nous avions déjà un abonnement pro chez Orange depuis des années et que le transfert vers une nouvelle offre devait se faire en douceur... Box non compatible au moment du changement d'offre  portage vers un numéro de portable qui n'est pas le nôtre  retard de 15 jours pour le portage sur le bon numéro  impossible d'activer le portable suite au portage  impossible ensuite de retrouver la fonction appel wifi  problématique quand il n'y a pas de réseau...et pour finir facturation du mobile avec le numéro qui ne nous appartenait pas pendant 20 jours....Quant à l'aide technique  au bout d'un certains nombres d'appels  un disques vous dit que vous avez trop appelé et qu'il faut prendre un rendez-vous avec un technicien uniquement sur votre portable qui ne marche pas...Nous appellons cela de l'incompétance...
2021-03-16 ,Mr le Président d’Orange  comment avez vous permettre un tel déclin ! #Stephane Richard ,J’avais jusqu’à récemment  sur la base d’expériences anciennes  l’idée que Orange offrait une meilleure qualité de service que ses concurrents  ce qui justifiait d’utiliser Orange même si parfois un peu plus cher. Mon expérience avec eux depuis 3 mois est totalement inverse. La qualité s’est tellement dégradée que c’est à en devenir fou. Cette firme semble avoir perdu le contrôle de son organisation. Le 3900 répond assez rapidement et les gens sont polis  mais après c’est n’importe quoi. Ils font erreur sur erreur  ils vous font croire qu’ils ont compris mais plus tard on s’aperçoit que non  ils appliquent des processus sans réfléchir et sans cohérence  on est balladé indéfiniment de personne en personne à qui il faut tout réexpliquer à chaque fois  ils ne tiennent presque jamais leurs engagements  bref  Orange se moque totalement de ses clients. Il n’y a aucun cerveau. Et je parle de sujets graves concernant deux logements de personnes âgées : Orange coupe la ligne téléphonique sans prévenir et sans raison (oups  une erreur !)  après des semaines et des heures avec le 3900  rien n’est réglé. Orange change  d’office le numéro de téléphone qu’on a depuis des décennies sans même prévenir. La aussi  très difficile de faire corriger cette situation inadmissible  imposition d’un passage à la fibre pour ensuite voir que la fibre n’est pas branchée  mais en attendant la ligne a été coupée  ... Bref  un bateau ivre. J’étudie désormais les offres SFR  Bouygue et Free... ça suffit avec le service insultant d’Orange !
2021-03-15 ,Service client délocalisé aussi… ,"Service client délocalisé aussi déplorable que la concurrence.30 minutes avec une conseillère pour une panne d'internet  la communication se coupe et elle ne rappelle pas.Après rappelle je tombe sur une autre conseillère qui me fait refaire les mêmes manipulations avant que la communication se coupe de nouveau. Elle me rappelle et me dit qu'elle a un autre client à gérer et qu elle me rappelle plus tard.Elle finit par me recontacter pour me dire qu'un technicien interviendra dans ... 3 jours...Quand il s'agit de brancher un nouveau client ils mettent moins de temps étrangement.De plus  elle me dit que les 3 jours d'interruption de service ne seront pas facturés en ""dédomagement"".Il me semble que c'est tout juste le minimum vu la lenteur du service.À la fin du contrat je repars chez la concurrence  quitte à avoir un service d'amateurs autant payer moins cher."
2021-03-15 ,De la grosse daube ,De la grosse daube FuyezVous passez commande ils valident la commande prélève l'argent  vous font croire qu'elle est en cours de préparation et deux jours après vous recevez un mail comme quoi il faut leurs envoyer 50 documents pour valider la commandeAllez bien vous faire sodo bande de katin
2021-03-15 ,Orange honte à vous ,Bonjour je suis chez orange mobile depuis des années sosh maintenant. Je suis chez free pour la télé.Quelqu'un a défoncé le poteau orange un camion sans doute et arraché mon fil plus d adsl ni de télé  WiFi etc....rien depuis 2 semaines à Valensole. Free et la mairie explique que c est à l' opérateur historique de réparer étant dans le domaine privé donc ORANGE.Un technicien orange est passé et explique que c'est un danger imminent et qu il envoi un message Urgent à orange et que avant de raccorder mon fil il doit être réparé. Orange nous dit 4 semaines minimum pour intervenir et le technicien a dit danger imminent!!!!! c est sur que quant on est pas tout chez orange ils s en foutent un peu....Pas de télé  pas d adsl rien et un poteau qui peut tomber regardez et mon fil téléphonique qui traîne. Que faire?Ça mérite zéro étoile Il préconise une reparation le 21 mars heureusement que le technicien a dit qu il y à danger imminent.Tout le monde me dit ne comptez sur orange pour ce bouger bravo la réputation....Après 3 semaines voilà ce qu'ils répondent une honte😡Ça fait la 6 ème semaine et toujours rien honte à vous Orange
2021-03-15 ,Malheureusement on ne peut pas mettre… ,Malheureusement on ne peut pas mettre moins de 1 étoile. Le service client est d'une incompétence car vous réclamez des explications trop complexes on vous raccroché au nez après 9 min d'attente. On se fait balader de collègues en collègues et sans explications ni considération.Les conseillers sont des menteurs promettant la gratuité sur pas mal de choses et quand vous recevez la facture surprise c'est le double du prix annoncé voir pire.A fuir.....
2021-03-15 ,Un seul mot !! INCOMPETENCE ,Un seul mot !!! INCOMPETENCE
2021-03-14 ,🖕 de vos reme quand on paye presque… ,P de vos reme quand on paye presque 100 balles l abonnement pr un débit max de 5mega en ethernet bande de gros fils de...Quel arnaque faur qu'on fasse couler cet boite de mer...
2021-03-14 ,Forfait open up avec fibre ,Forfait open up avec fibreScandaleux tous les soirs je ne peux jamais suivre ne émission ou un film sans avoir de problèmes de pixelisation.Régulièrement ( en ce moment tous les jours)   je suis obligé d.arrêter la box et le décodeur  pour redémarrer A FUIR
2021-03-14 ,Perte numéro de téléphone ,J'ai effectué une migration vers la fibre cette semaine. Orange a supprimé sans information préalable mon numéro en 02 pour le remplacer par un 09.J'ai contacté le service technique Orange qui m'a gentiment pipeauté en m'expliquant que les numéros fibre étaient toujours différents des numéro ADSL ce qui est faux. Je lui ai fait remarquer  j'ai eu droit à une autre explication vaseuse. On m'a expliqué que je l'avais vu sur les écrans de la demande de migration. J'ai demandé à avoir une copie écran de des écrans. Bien sûr ce n'est pas possible.Au bout de quelques minutes  j'ai un droit un superbe raccroché au nez.Orange est maintenant sur ma liste noire des opérateurs téléphoniques (qui comporte 2 autres opérateurs)
2021-03-14 ,la dernière box tv d'orange est pas mal… ,la dernière box tv d'orange est pas mal sauf sa télécommande dont les piles s'usent trop vite elles ne tiennent pas 1 semaine. cout trop élévé .
2021-03-14 ,Incapacité pour le  technicien… ,Incapacité pour le  technicien d'installer la fibre   alors que l'immeuble est connecté   Orange n'a strictement plus rien à voir avec France Telecom   ils utilisent des sous traitants incapables et incompétents   je  m'en foutistes   le gars  a laissé sur place tout le matériel   ils  doivent faire des millions d'euros de gaspillage.Vu les commentaires sur les facturations erronées   les prélèvements abusifs     et  le manque de service rendu   on l'a échappé   belle.
2021-03-14 ,Le monopole d’orange ,Malheureusement on ne peut pas mettre moins d’étoiles. Ayant emménagé dans nouvel appartement j‘ai téléphoné au service client par téléphone pour voir leur offres. La dame au téléphone réussi à me vendre un Pack Open 70Gb en m’assurant que la fibre passe chez moi. Je reçois le matériel  décide de l’installer  je me rends compte que la fibre n‘est pas installée dans mon appartement. Je retéléphone  on me transfère à 4 personnes différentes (les collègues s’envoient les appels car ils ne sont pas capables de résoudre mon problème) en leur expliquant qu‘ils m‘ont vendu le mauvais produit  alors il décide de n’envoyer un technicien une semaine après. Le technicien arrive puis me dit „ah il m’avait dit que c‘est un problème de fibre et non pas une installation de fibre je peux pas le faire“  donc il s‘en va en me laissant sans internet alors que je fais du Télétravail comme la plupart des citoyens français. Je téléphone Orange pour leur expliquer que internet c’est mon gagne pain et que c’est devenu compliqué pour nous tous de garder son travail en 2021  ils me disent bon okay on vous envoie un autre technicien quelques jours plus tard  il vient et répare. Un mois plus tard soit le 12 mars je souscris à un forfait mobile en plus de mon pack  ils m‘envoient la sim  je l’installe  mais ne réussi pas à l‘activer au niveau du compte Orange sa affiche „service indisponible“. Je prends contact avec un conseiller qui veut faire une mise à jour sur mon portable (où est le rapport?!!!!!!) Alors que moi ma question était de savoir quand la sim a été activé et si pas qu‘il fallait me l’activer. Vous savez quoi bizarrement pile après que ce jeune homme ai clôturé mon dossier mobile ma fibre a sauté. Je n‘ai plus de connexion internet plus de téléphone et plus de télé. Aujourd’hui  le 14 mars je reçois un message comme quoi j‘ai demandé à résilier mon contrat alors que jamais au grand jamais j’ai demandé quoi que se soit au niveau de mon contrat. Donc rendez-vous compte je paie environ 100€ par mois à Orange pour que derrière il contrôle mon compte privé orange  modifie mes informations !!!! (Aucune confidentialité) Si la RH passe par tout hasard  il y a des personnes avec des diplômes qui attendent d‘avoir un métier alors ne vous précipitez pas à prendre des personnes qui à peine savent parler derrière un téléphone. Si ce n‘est pas aujourd’hui se sera plus tard  votre monopole va être perdu  tout cela à cause de votre manque de professionnalisme. J‘ai écris ce pavé pour que d’autres personnes qui hésitent à souscrire une offre chez eux  fuient. C‘est un cauchemar!!!!!!
